transcription,recording_id,input_values,labels,model_transcription
lufthansa three five seven seven rhein one three two one three two four tschuss ,092_0243,"[-0.25448376 -0.5184428  -0.13725244 ... -0.30430222 -0.10733011
 -0.30972567]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3
 3 3 3 3 3 4]",LEFTANZA THREE FIVE SEVEN SEVEN RINE ONE THREE TWO ONE THREE TWO FORCES
lufthansa four seven three one rhein one three two decimal four bye ,092_0244,"[-0.44354978 -0.17957437 -0.03949182 ...  0.25890625  0.31274867
 -0.06205965]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",LEUFTONS O FOUR SEVEN THREE ONE RIND ONE THREE TWO DESMO FURPA
swissair six five five two contact milan one three four five two good bye ,092_0245,"[-0.11760364 -0.6196605  -0.1508337  ...  0.09025413 -0.29387987
  0.00320312]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",SPIZ A SIX FIVE FIVE TWO CONTAC MILAN ONE THREE FOUR FIVE TUCA
fox sierra india descend to flight level two five zero ,092_0246,"[-0.0539718  -0.31830624 -0.24192348 ... -0.06599911  0.06963625
 -0.29655048]","[3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",FOX IERAINDA DESSENT FLIGHT OF TWO FIVE CIROP
contact milan one three four five two good bye ,092_0247,"[-0.24232212 -0.46531364 -0.30519775 ... -0.34441963 -0.28337416
  0.00589608]","[3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3
 4 3 3 3 3 4 3 3 3 4]",CONDUCT MILAN ONE THREE FOUR FIVE TUGBAI
airfrans three five six is identified climb to flight level three two zero good rate of climb ,092_0248,"[-0.17491028 -0.75251436 -0.59257054 ...  0.1287842  -0.22684018
  0.00244775]","[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3
 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 4]",A FROSTRI FIVE SIX IS IDENTIFIED CLUMP TO FLIGHT LEVER THREE TWO SERO GUDRETE OF CLUM
ah say again ,092_0249,"[-0.542056   -0.5501188  -0.53237414 ...  0.12491523 -0.09835076
  0.01821785]",[3 3 4 3 3 3 4 3 3 3 3 3 4],ASED SEGOND
aero lloyd five one seven good morning radar contact ,092_0250,"[-0.06122806 -0.25694537 -0.25944808 ...  0.09613993 -0.25420663
  0.00320092]","[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",ARALLOD FIVE ONE SEVEN GOODS MORNING RID OR CONTACT
[EMPTY] ,092_0251,"[-3.2185912  -6.0599055  -4.26791    ...  0.01863827 -2.2194972
  0.20236528]",[ 3  5 17 23  6 22  3  4],
speedway three four six nine descend to flight level two seven zero ,092_0252,"[-0.04440549  0.05616786 -0.156806   ... -0.02245833 -0.13674863
  0.00197025]","[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",SPEED WATY THREE FOR SIX NINETHE DECENT FLAD LEVEL TO SEVEN ZYRO
sabena seven nine eight one calling ,092_0253,"[-0.37185392 -0.6143908  -0.2758138  ...  0.0667202   0.24286962
 -0.17586572]",[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4],SABIN A SEVEN NINE OR EIGHT ONE CALLING
viva nine zero eight one ah good morning maintain three four zero zurich east fusse ,092_0254,"[-0.25419483 -0.61741865 -0.4580961  ... -0.5564228  -0.0422034
 -0.11779734]","[3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 4 3 3 3 3
 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3
 3 3 3 4 3 3 3 3 3 4]",WE VAR NINOSEROIT ONE NO GOOD MORNING MEANT IN THREE FOR CERO SRIKIST FUSE
lufthansa four seven two three milan one three four five two good bye ,092_0255,"[-0.1849233  -0.5096238  -0.3154453  ... -0.02684091  0.05271668
  0.00269246]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",LUFTON ZA FOUR SEVEN TO THREE MILLAN ONE THREE FOUR FIVE TUGABAI
airfrans one five five four milan one three four five two good bye ,092_0256,"[-0.1201221  -0.1555676  -0.06193045 ...  0.09132537  0.057942
  0.00326005]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",FROSST ONE FIVE FIVE FOUR MILLAN ONE THREE FOUR FIVE TUGBAI
cotam one one four one climb to flight level three three zero ,092_0257,"[-0.13033362  0.0344375  -0.02560117 ... -0.02313546 -0.31286728
  0.00301621]","[3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",CUT ON ONE ONE FOUR ONE CRANTA FRONT OF THREE TREES YEUROW
ali= ah sabena eight two six alfa good morning squawk seven five three one and confirm the level ,092_0258,"[-0.41769513 -0.34277052  0.10681736 ... -0.1008619   0.18674658
  0.0012866 ]","[3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3
 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4]",ALI ALZABENIGT TO SIX ALFAG GOOD MORNING SQUAK SEVEN FIVE THREE ONE O CONFIRMED THE LEVEL
roger maintain ,092_0259,"[-0.55489695 -0.28831232 -0.4170932  ... -0.18447694 -0.8233842
  0.01807875]",[3 3 3 3 3 4 3 3 3 3 3 3 3 3 4],ROCHER MENTAN
lufthansa four three nine three descend to flight level three zero zero ,092_0260,"[-0.2937711  -0.18877226  0.02304393 ...  0.07129832  0.03460919
  0.00298894]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LEFTON TA FORTREE NINE THREE DESCENT FLIGHT LOVEL TREE CEROSERO
alitalia one one seven turn left to canne ,092_0261,"[-0.23697238 -0.45327973 -0.00509216 ... -0.04235233  0.0549497
  0.00363216]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3
 3 3 3 3 4]",OR IT ALL Y ONE ONE SEVEN TURN LEFT TO CANY
to canne ,092_0262,"[-0.21657151 -0.3844634  -0.6068388  ... -0.2170191   0.26767
  0.01454396]",[3 3 4 3 3 3 3 3 4],TUCANE
swissair four eight eight climb to flight level three zero zero ,092_0263,"[-0.28434098 -0.1082584  -0.04036882 ... -0.30187097  0.01387948
 -0.02022975]","[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",SWITZA FOUR AHD AGHT COME TO FRIGHT LOVEL TREE CERO CERO
lufthansa four three nine three descend to flight level two nine zero ,092_0264,"[-0.43239266 -0.6718464  -0.30649653 ...  0.04357878 -0.40026337
 -0.01612564]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LEFTONTE FOR THREE NINE THREE DESCENT FLINT OVL TWO NINE AZ ERO
speedway three four six nine contact milan one three four five two good bye ,092_0265,"[-0.31973153 -0.15803328 -0.33714056 ... -0.53126776 -0.19655266
  0.00173183]","[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3
 3 4]",WIT RE THREE FOR SIX NINOR CONTACT CTERMILAND ONE THREE FOR FIVE TUCMAI
[EMPTY] ,092_0266,"[ -5.7245784  -17.94798     -5.810862   ...   0.49120936  -6.8030763
   0.45981658]",[ 3  5 17 23  6 22  3  4],
sabena eight two six alfa climb to flight level ah three two zero ,092_0267,"[-0.18405564 -0.03896365  0.10283089 ...  0.07184627  0.00177991
  0.08658098]","[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",SAVINA EIGHT TWO SIX ALFOR CLIMED TO FLIGHT LEVELL LA TREE TUSIRO
alitalia two nine two good morning squawk two seven six one ,092_0268,"[-0.08111211 -0.40381417 -0.51340437 ...  0.02693868  0.02675684
  0.04675548]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4]",I RETARIA TWO NINE TWO GOOD MORNINGS COR TWO SEVEN SIX ONE
swissair six five five two milan one three four five two good bye ,092_0269,"[-0.43809572 -0.5929104  -0.28582186 ... -0.0329045  -0.00167681
  0.00369487]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",SWITS A SIX FIVE FIVE TWO MILLION ONE THREE FOUR FIVE TUGMA
lufthansa triple five zero descend to flight level two five zero ,092_0270,"[-0.3747747  -0.4743804  -0.4883714  ... -0.33023527  0.04338899
  0.0242505 ]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",YOU FOND A TRIPLE FIVE CIRO DI CENT FLIGHT OV TWO FIVE CIRO
contact milan one three four five two good bye ,092_0271,"[-0.12437157 -0.2836419  -0.2570395  ... -0.35484073  0.16333148
  0.00649321]","[3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3
 4 3 3 3 3 4 3 3 3 4]",CONDUCT MILAN ONE THREE FOUR FIVE TUCMA
transwede one zero seven turn now right to st prex ,092_0272,"[-0.11113705 -0.2928345  -0.5266946  ...  0.03726267  0.01594376
  0.10919371]","[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3
 3 3 4 3 3 4 3 3 4 3 3 3 3 4]",TRANSMIT ONE ER O SEVEN TURN OURIG TO SOMPY
airfrans three five six set course direct morok ,092_0273,"[-0.25491428 -0.8685555  -0.292204   ... -0.11785179 -0.42703018
  0.00351243]","[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3
 3 3 3 3 4 3 3 3 3 3 4]",A FROCT THREE FIVE SIX SAID CORSTARIC MOROCK
swissair four eight eight climb to flight level three one zero ,092_0274,"[ 0.01403098 -0.48601744 -0.7739073  ...  0.0499851   0.15423082
 -0.04948235]","[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",SWE SAR FOUR EIH EIGHT CLIMBE TO FLIGHT OL THREE BONDS ERROW
ah who is that ,092_0275,"[-0.42690936 -0.5489253  -0.622758   ...  0.02182474  0.35628808
 -0.4368351 ]",[3 3 4 3 3 3 4 3 3 4 3 3 3 3 4],AH HOISTAP
oh no contact geneva one three three one five good bye ,092_0276,"[-0.3634801  -0.31203517 -0.38596728 ... -0.03605117  0.19937316
  0.00180378]","[3 3 4 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",OH NO CONTACT GENEVA ONE THREE THREE ONE FIVE
aero lloyd five one seven report your heading ,092_0277,"[-0.31477672 -0.04220823 -0.19788177 ...  0.01472023  0.08873811
  0.00537154]","[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3
 4 3 3 3 3 3 3 3 4]",OU ALLOSE FIVE FONT SEVEN REPORTUHEADING
roger aero lloyd five one seven ,092_0278,"[-0.54792064 -0.36581156 -0.38324964 ... -0.01414267 -0.02271082
  0.0073945 ]",[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4],ROCHE RLOID FIVE ONE SEVEN
airfrans three five six due traffic fly heading two seven zero ,092_0279,"[ 0.09581787 -0.33003357 -0.80488133 ...  0.06827463 -0.00855657
  0.07146864]","[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",A FROST THREE FIVE SIX DEUTRAFIC FLIHT IN TWO SAVENS ERON
alitalia two nine two is identified climb to flight level three zero zero ,092_0280,"[-0.35044718 -0.66865945 -0.18783559 ... -0.2726105  -0.4128391
  0.00264201]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",ARE I TALL YOUR TWO NINE TO HIS IDENTIFIAND CLUMP TO FLOOD LOVE THREE SEROSERO
cotam one one four one milan one three four five two good bye ,092_0281,"[-0.41055527 -0.26693234  0.02108225 ... -0.0430169  -0.00512386
  0.06849039]","[3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",CUT ON ONE ONE FOUR ONE MILLION ONE THREE FOUR FIVE TUGMAI
~u ~s air one four good morning descend to flight level three three zero ,092_0282,"[-0.5416727  -0.25605664  0.10485716 ... -0.3338233  -0.24452934
  0.00318021]","[3 3 4 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",YOU SAR ONE FOUR GOOD MORNING DE SAINT FLATEVAL TREE TREESERO
alitalia one one seven descend to flight level two nine zero ,092_0283,"[-0.16607843 -0.7920772  -0.6340251  ...  0.00716461  0.07749601
 -0.3431265 ]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",ALL YOU TELL YU ONE ONE SEVENTY CENT FLAGT OVER TWO NINAS ERRO
aero lloyd five nine zero good morning roger ,092_0284,"[-0.36416572 -0.6883577   0.21929517 ...  0.32975337 -0.36023578
  0.00493509]","[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 4]",THERALL LIT FIVE NINE CYRIL GOOD MORNING ROTTER
~l ~t ~u seven seven five six good morning climb to level two nine zero ,092_0285,"[-0.24292307 -0.6266745  -0.19516893 ...  0.03334025  0.02059056
  0.00320704]","[3 3 4 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",AT YUE SEVEN SEVEN FIVE SIX GOOD MORNING CLAMED TO LEVEL TO NINASERO
lufthansa four three nine three descend to flight level two seven zero ,092_0286,"[-0.3522966  -0.30737808  0.10897681 ...  0.05567171  0.05073772
  0.00260078]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",LOTANZA FORTHREE NINE THREE DE CENT FLANT LOV TO SAVENZIRO
contact milan one three four five two good bye ,092_0287,"[-0.21813613 -0.28129542 -0.21815413 ... -0.2481407  -0.40114883
  0.00388925]","[3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3
 4 3 3 3 3 4 3 3 3 4]",CONTACTMITAN ONE THREE FOUR FIVE TUG
~u ~s air one four descend to flight level two nine zero ,092_0288,"[-1.4929141e-01 -2.5242591e-01 -2.9311129e-01 ... -2.7507548e+00
  5.6959572e+00  4.0769656e-03]","[3 3 4 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",YOU A SAIR ONE FORTY CENT FLIGHT LEVELL TWO NINAS ERO
aero lloyd five one seven set course direct to karlsruhe ,092_0289,"[-0.25551692 -0.25763613 -0.04646149 ... -0.08820511 -0.20164618
  0.00422501]","[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4
 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 4]",EALLOYET FIVE FON SUVENS AT CORSTARIC TO CASWAY
swissair four eight eight climb to flight level three two zero ,092_0290,"[-0.01111966 -0.59252244 -0.2844682  ...  0.05630435 -0.18695828
  0.00365748]","[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",SWIXA FOUR EIGHT EGHT CLAMP TO FLIGHT LOVELL THREE TWOES YE RO
airfrans three five six set course to morok ,092_0291,"[-0.12299473 -0.38945475 -0.1424168  ...  0.1550573  -0.04032762
  0.07641855]","[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3
 4 3 3 3 3 3 4]",A FROS THREE FIVE SIX AT CROSSTO MOROCK
airfrans three five six reims one three four four good bye ,092_0292,"[-0.06365421 -0.48107526 -0.40930244 ... -0.06678137 -0.11318323
  0.0046184 ]","[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",FROM THREE FIVE SIX RAHS ONE THREE FOUR FOURKMA
viva nine zero eight one descend to flight level two nine zero ,092_0293,"[-0.00097737 -0.4121691  -0.32861248 ...  0.03751116  0.04875421
 -0.37443364]","[3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",WE VANANSIROIT ONE DAY SENT FLAGT OVER TWO NINAS ER
swissair four eight eight contact rhein one three two decimal four adieu ,092_0294,"[-0.22132453 -0.61553186 -0.4983587  ...  0.04115576  0.267875
  0.05800532]","[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4]",SWE SER FOUR A EHT CONDACT RINE ONE THREE TWO DESMAL FOURRA
airfrans one five five four milan one three four five two good bye ,092_0295,"[-0.29821876 -0.47493455 -0.43109393 ... -0.03687743  0.05768225
  0.00293043]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",FRONCE ONE FIVE FIVE FOUR MILLIAN ONE THREE FOUR FIVE TUBA
lufthansa four three nine three still on the frequency ,092_0296,"[-0.38530883 -0.30175063 -0.20795283 ...  0.11055178  0.17444474
  0.00392749]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 4]",LEUFTANZA FOR TREE NINE THREE STILL ON THE FREQUENCY
aero lloyd five one seven rhein one two zero nine two good bye ,092_0297,"[-0.02368871 -0.3752037  -0.4514988  ... -0.05330223 -0.04043787
  0.00273188]","[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3
 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",ARLOID FIVE FON SEVEN RHINE ONE TO SE RONINO TUGBAN
adria one six four two good afternoon squawk two seven one zero ,092_0298,"[-0.5133129  -0.6327923   0.16215688 ... -0.03313141 -0.02292579
 -0.05716795]","[3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",A THREE ONE SIX FO TWO GOOD AFTERNOONS CORK TWO SEVEN ONES ARROL
~u ~s air one four contact milan one three four five two good bye ,092_0299,"[-0.14405395 -0.63727605 -0.12809779 ...  0.11579359 -0.04505678
  0.00284945]","[3 3 4 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",YOU SIR ONE FOUR CONDUCT MILAN ONE THREE FOULR FIVE TUGUBA
~l ~t ~u seven seven five six ah geneva one three three one five tschuss ,092_0300,"[-0.10054341 -0.45702136 -0.14734453 ... -0.02735993 -0.0439897
  0.00236441]","[3 3 4 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",EL TUE SEVEN SEVN FIVE SIX SERGENEVA ONE THREE THREE ONE FIVECHES
transwede one zero seven geneva one three three one five adios ,092_0301,"[-0.19240208 -0.37844226  0.0684985  ...  0.06831647 -0.22177917
  0.00281444]","[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4]",TRANSMIT ONE SIRO SEVENTIN IVA VANTHRE THREE ONE FIVE ARLOS
iberia three four two two good morning radar contact route trasadingen nelli ,092_0302,"[-0.03381183 -0.36667645 -0.5981225  ... -0.09608426 -0.76927286
  0.00155896]","[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3
 3 3 4]",EWE RE OUR THREE FOUR TWO TWO GOOD MORNING READ OUR CONTACTS ROOTS TROSEDING AND NELLY
alitalia one one seven descend to flight level two five zero ,092_0303,"[-0.0590717  -0.3462233  -0.49315944 ...  0.01525371  0.0299486
  0.00253976]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",ILL YO TELL YOU ONE ONE SEVENTY CENT FLATE WILL TWO FIVE CYRIL
